arm,split,seed,channel,n,mae_delta,median_err,sign_acc,spearman,slope
C_symmetric,swaptype_holdout,44,oi_dft,1936.0,3.5100746534357294,2.2498590703354076,0.8460743801652892,0.8465034171243286,0.7133162026629967
C_symmetric,swaptype_holdout,44,pauli_dft,1936.0,5.873390985253514,3.8540837493599156,0.8460743801652892,0.8645491165710527,0.6625588980733569
C_symmetric,swaptype_holdout,45,cpcm_dft,1936.0,2.0822777111998314,1.621350525177884,0.8605371900826446,0.8917834524401205,0.8243289191997722
C_symmetric,swaptype_holdout,45,d1_own_dft,1936.0,1.5702131189090764,0.8776581910455046,0.9261363636363636,0.9554415659684045,0.9011965064736649
C_symmetric,swaptype_holdout,45,d2_own_dft,1936.0,1.5349394527525617,0.925451321307829,0.9018595041322314,0.9504139127470143,0.9386786067447767
C_symmetric,swaptype_holdout,45,disp_dft,1936.0,0.9522035687384681,0.6949456013603568,0.893595041322314,0.9218905733038003,0.7698514091191301
C_symmetric,swaptype_holdout,45,elst_dft,1936.0,3.598562181541836,2.509604349752564,0.8052685950413223,0.8162919192701957,0.5972882889119779
C_symmetric,swaptype_holdout,45,oi_dft,1936.0,3.540498326771085,2.305560020306441,0.8471074380165289,0.8479095430065249,0.7052088212125223
C_symmetric,swaptype_holdout,45,pauli_dft,1936.0,5.910178923392498,3.882741415631827,0.8445247933884298,0.8640079127138733,0.656719262099239
C_symmetric,swaptype_holdout,46,cpcm_dft,1936.0,2.06130632927084,1.6115668066997575,0.8600206611570248,0.8962266186594688,0.8226204333258231
C_symmetric,swaptype_holdout,46,d1_own_dft,1936.0,1.5917837207817491,0.9060034233508603,0.9297520661157025,0.9540786946851971,0.8951255276123617
C_symmetric,swaptype_holdout,46,d2_own_dft,1936.0,1.5457508688774022,0.9631091681087796,0.8997933884297521,0.9477932128364183,0.9329099322230047
C_symmetric,swaptype_holdout,46,disp_dft,1936.0,0.9328338812340408,0.6730417508169761,0.8930785123966942,0.9217919694940566,0.7796502355425152
C_symmetric,swaptype_holdout,46,elst_dft,1936.0,3.636509930806366,2.576330291487242,0.8042355371900827,0.8100317275225402,0.5940473547991006
C_symmetric,swaptype_holdout,46,oi_dft,1936.0,3.483405849283602,2.237345031185498,0.8398760330578512,0.8516858779135833,0.7173280933770523
C_symmetric,swaptype_holdout,46,pauli_dft,1936.0,5.725896721482344,3.623792650735929,0.8465909090909091,0.8699680445930994,0.6576327052837139
